-0.7292091000	3.2636260000	-1.0660430000	-1.8784470000	0.4679824000	16	95
2.0168330000	2.2900470000	-1.0689080000	-1.3040720000	0.1421220000	13	84
2.4661400000	1.1344240000	1.6256580000	0.5810634000	-1.7455010000	9	71
2.9794490000	1.7401880000	-0.5845965000	-0.2581083000	-0.1280527000	14	109
3.7352270000	1.3253040000	-0.9041684000	0.2492631000	-0.6570164000	17	77
2.7223820000	1.7316560000	-0.5211276000	-1.2433990000	0.5289389000	18	160
2.6744480000	1.6197290000	-0.0579984410	-0.8474095000	-0.0551780650	22	157
3.6270670000	1.2403210000	-1.0681110000	-0.1695777000	-0.5464143000	15	92
0.8185603000	1.1898250000	0.8192527000	-0.6222018000	-0.0059824265	7	133
2.4400810000	2.9531430000	0.9179451000	-1.0864830000	-0.2605357000	12	90
3.5796060000	3.1515620000	0.9625361000	-1.3794330000	-0.1699689000	20	142
2.6533140000	1.0371140000	-0.9561040000	0.1233366000	-0.7988178000	10	114
2.4301500000	1.0371140000	0.2756193000	0.4143960000	-0.7988178000	8	107
4.5530860000	1.7611800000	-1.1837530000	-0.0049983389	-0.8653239000	10	113
3.3728970000	1.4913300000	-1.2119320000	0.9711065000	-1.4337200000	12	81
3.3485710000	2.1255620000	-0.7945712000	-0.1751516000	-0.6523741000	8	92
3.9960030000	1.0909690000	0.2642908000	-0.1455122000	-0.5464097000	12	81
3.5754650000	1.5861720000	-1.2057910000	-0.5095927000	-0.0463545020	20	27
1.9300620000	0.4807742000	-0.0084430026	0.3145412000	-0.6240816000	10	79
-1.4131210000	2.3746240000	-1.0103830000	-3.7212640000	2.9584280000	30	130
0.4247640000	1.4572330000	1.1396520000	-1.8201470000	0.6913661000	16	88
4.1820660000	0.4656047000	-0.8458860000	1.0373590000	-0.8646710000	13	81
4.0396830000	0.4656047000	-0.5635498000	1.0051200000	-0.8240438000	13	81
3.9118690000	0.4656047000	-0.8553225000	1.2092970000	-1.0813550000	12	87
3.6765730000	0.8529630000	0.2233768000	0.8368635000	-0.9933265000	12	91
4.6613750000	0.8529630000	-0.3969285000	0.8744711000	-0.9052981000	13	89
3.3672300000	1.9753950000	-1.0317410000	-1.8921290000	1.0353610000	16	85
2.1442240000	2.5158070000	-1.1648080000	-1.6190020000	0.5715224000	15	100
3.4965640000	0.7474784000	0.1784631000	0.5197666000	-1.0029590000	10	99
3.1946320000	3.6327630000	1.9386730000	-1.8242460000	0.0420336980	15	112
1.9392960000	2.5188200000	0.3247033000	-0.5058323000	-0.4364172000	12	88
0.4098038000	2.4023960000	-1.1977120000	-1.1579340000	-0.2755556000	21	39
3.0420560000	4.0766730000	2.5893520000	-1.9850640000	-0.7539608000	28	23
2.4489370000	1.0195960000	-1.0609390000	-1.2394220000	1.4533860000	16	92
1.7052980000	1.2400410000	-0.7535208000	-1.0263270000	0.6958231000	16	34
1.7052980000	1.2400410000	-0.7247182000	-1.0632910000	0.7725541000	16	34
2.7966380000	2.4313910000	-0.5662175000	-1.7383000000	0.3479371000	26	167
2.5218190000	0.9719173000	-0.3281053000	0.9246250000	-1.5980370000	14	93
3.5612660000	1.9940630000	-0.6863613000	-0.1093509000	-0.4425192000	13	100
1.6625410000	2.3380550000	1.9941450000	-0.4398780000	-1.4674690000	10	104
0.7137071000	1.9621130000	-1.0303070000	-0.3860947000	-0.7049155000	15	113
1.2393610000	2.1255620000	-0.6148340000	0.2830322000	-1.1487610000	11	105
1.3209000000	2.1255620000	-0.7164846000	0.1082587000	-0.9599932000	12	107
4.1629400000	3.7709650000	0.1237229000	-3.0492180000	1.0879840000	22	49
0.2485233000	1.4572330000	-0.5539567000	-0.5271689000	-0.4301765000	29	176
0.9497445000	2.0824320000	3.2634840000	-0.4117717000	-0.6522729000	14	163
3.5475850000	0.4678911000	1.1652830000	1.2096640000	-1.6750640000	9	77
3.5971640000	1.2719170000	-0.4569162000	0.2654825000	-0.9033201000	13	87
2.4724220000	0.8449237000	-0.9135215000	-0.2803669000	0.0191367320	15	102
2.6914300000	0.8449237000	-0.7026641000	-0.1096395000	-0.2013583000	15	102
2.3633100000	0.4656047000	-0.5496961000	0.0541043800	-0.5531819000	13	99
2.6539110000	0.8529630000	-1.2714480000	0.1652401000	-0.5531819000	13	99
3.1819660000	2.2974000000	1.1026370000	-0.8822229000	-0.3860240000	23	30
0.7015725000	2.9267520000	-0.7658191000	-3.0023430000	1.9709930000	30	106
0.1808204000	1.5861720000	0.5731849000	-1.0258640000	0.7647266000	14	56
1.6488270000	3.2204770000	-0.7396481000	-1.6266640000	0.2089640000	15	91
4.0360910000	2.1987450000	-0.6117433000	-1.8832220000	1.0454320000	17	98
2.6503180000	1.3498740000	-0.7796310000	-1.2985740000	0.9846117000	16	92
3.9177050000	0.4656047000	0.6717138000	1.6713710000	-1.7584950000	12	90
1.4721260000	2.9773630000	1.1495290000	-2.2833470000	1.1279100000	17	85
-0.7930000000	1.9940630000	-0.8083407000	-3.7586200000	3.4987710000	30	166
1.7694680000	1.2829710000	-0.7459358000	1.1552240000	-2.0208320000	11	98
-0.1069416000	0.5443881000	2.7296830000	-0.2375779000	-0.0168654400	16	9
2.6268690000	1.3043820000	1.8967140000	1.2926340000	-2.2138400000	8	112
2.1766810000	1.9621130000	1.1987260000	-0.5060374000	0.0992246940	17	31
1.3257890000	2.2051410000	-1.0091150000	-1.5750730000	0.7833682000	15	65
1.5961040000	3.2758570000	0.0347235650	-1.8325950000	0.6447980000	17	68
1.8591040000	2.9531430000	1.0755360000	-1.4156750000	-0.2680928000	13	93
4.1245569000	3.4872240000	-0.9152623000	-3.2810150000	2.0034590000	30	103
-0.1978333000	3.0248140000	-0.9074608000	-1.1642980000	-0.6801802000	11	70
0.9725747000	1.2400410000	-1.2740840000	-0.7786540000	0.8492849000	17	21
2.9846710000	1.3862590000	-0.1957202000	0.3301406000	-0.7124074000	16	75
-0.9252258000	2.4675620000	-0.4098913000	-0.5639877000	-1.4563830000	9	73
2.9115570000	1.7226270000	-1.3205520000	-1.3828200000	0.7255419000	16	78
4.3593790000	2.0150380000	0.3311378000	-1.6612920000	0.6453516000	23	28
1.5691480000	0.4220491000	1.1765790000	1.2297960000	-1.8688400000	11	70
3.5270380000	1.2279700000	1.9646310000	0.1500969000	-1.3658320000	11	74
3.6644690000	2.5481350000	-0.5290380000	-1.4957010000	0.3497159000	16	94
3.6286030000	4.5405780000	0.6225336000	-3.6670330000	2.1606010000	30	25
2.0955760000	1.9096310000	0.0709638600	-2.2736510000	1.4280780000	23	16
3.1908100000	1.7237660000	-1.0407450000	-1.3028480000	1.1761620000	15	92
1.1606780000	3.3921970000	-0.0440019850	-1.2067860000	-0.7010841000	15	109
1.5529180000	1.1344240000	-0.3305569000	-1.5951810000	0.7556572000	14	64
-0.4056323000	2.1457030000	0.0481661930	-1.4719770000	0.9123617000	19	23
3.6835020000	3.1432020000	0.8836319000	-0.9520354000	-0.4425194000	14	85
2.5219380000	1.2249580000	-0.7079743000	0.7653870000	-1.5565330000	13	89
4.5152550000	1.9367190000	-1.0715780000	-1.5763230000	0.7971465000	21	42
4.7476230000	3.1595500000	-0.7475176000	-2.2599740000	0.6330899000	16	93
3.8861420000	1.6310110000	-1.1910990000	-1.4376570000	0.6256334000	16	90
0.8501784000	1.6110160000	0.1197487000	-0.4597966000	-0.4287399000	11	31
4.2993440000	2.7927150000	-0.2444046000	-1.1797360000	-0.4829966000	12	88
2.5554060000	2.5481350000	1.1265410000	-1.3874880000	-0.7688739000	12	92
2.0337140000	2.2424270000	1.1209050000	-1.3736870000	-0.5302423000	13	94
2.2112130000	2.2424270000	1.0531000000	-1.5276830000	-0.4854999000	13	91
2.3140350000	2.5481350000	0.8038480000	-1.2751150000	-0.7390445000	12	94
2.0399980000	1.6110160000	1.9678260000	0.9326811000	-2.1857860000	10	81
6.5967600000	4.7902390000	1.3119130000	-2.9210180000	0.7526218000	17	88
6.9727840000	5.1030000000	1.3286660000	-3.0787800000	0.7526218000	17	88
6.5967600000	4.7902390000	1.4874780000	-2.9644600000	0.8251212000	17	88
2.9437890000	1.3983370000	-0.2874563000	-0.1159222000	-0.5411668000	19	32
3.7240350000	1.1240280000	-0.7817854000	-0.1009656000	-0.6308846000	18	46
2.7696170000	1.0694420000	-1.1148510000	0.4370701000	-1.0332520000	9	110
4.5061750000	1.0909690000	0.1805568000	-0.4231103000	-0.2829564000	10	96
2.6436580000	1.3983370000	-0.5678108000	-0.0178703590	-0.5195188000	19	32
1.3674330000	2.4919350000	0.4834952000	-0.3509436000	-0.9467157000	13	125
3.0322970000	3.7595800000	0.1031816000	-3.1950250000	1.6473490000	14	69
3.6415330000	3.3921970000	0.9879159000	-1.8196100000	0.0027473844	13	92
0.4098853000	1.7237660000	-0.8261441000	-1.9178960000	1.4720100000	23	38
2.6105490000	0.7243533000	-1.0333990000	-1.3653400000	1.3760980000	17	97
1.5561050000	1.3171400000	2.1771640000	-1.3760840000	0.1972681000	10	105
4.6577200000	3.7215050000	-0.7086658000	-2.1117270000	0.4981359000	16	91
2.4184590000	1.6077990000	0.5442629000	-0.6924754000	-0.5744647000	15	88
1.9986890000	1.4260740000	-0.5493994000	-0.2209914000	-0.7959985000	13	109
1.3876040000	1.5861720000	0.6587391000	-1.6359940000	1.0974710000	18	38
4.6984630000	3.7718120000	1.0974200000	-2.1327950000	0.5697938000	18	84
2.0062010000	0.4610806000	-0.5619082000	1.3243670000	-1.7875860000	11	94
2.0812900000	0.5555358000	-0.7794077000	0.9890230000	-1.4816510000	12	105
2.1078920000	1.4913300000	0.8426512000	-2.1023710000	1.0605050000	17	32
-0.8185993000	2.1408730000	1.1952650000	-1.1825280000	0.2686051000	24	10
2.3447430000	0.7474784000	1.2897050000	0.7470609000	-1.2266480000	11	81
1.5765650000	2.0326990000	-0.0173299070	-0.9670056000	0.0704379980	22	4
2.4601550000	1.0995630000	-0.5887957000	0.1363549000	-0.6593649000	13	111
-0.6082634000	1.6517230000	2.0625080000	-0.1846894000	-0.6645675000	14	31
2.1449310000	1.2829710000	-1.2484390000	0.8869088000	-1.7076210000	12	90
0.3731842000	2.0050480000	-0.5659792000	-1.0249540000	0.1147940000	16	78
0.7316254000	0.5270326000	0.0809977200	0.0490753430	-0.3444992000	13	59
2.8223950000	0.8205138000	-0.7105544000	0.4183421000	-0.7847122000	12	79
1.2320470000	1.6626350000	-0.9709808000	-0.0575033870	-0.8495671000	8	103
3.3025610000	1.3862590000	-0.0058883848	0.2068688000	-0.7124074000	15	79
1.5731800000	1.5734670000	1.9075010000	0.7593732000	-1.7667400000	13	39
2.3989840000	2.5591180000	-0.1080795000	-1.2074400000	0.0776483040	13	65
-0.3708817000	0.4678911000	-0.5099403000	0.2221952000	-0.5088600000	15	67
2.0947700000	1.5181610000	-0.6267465000	0.3296679000	-1.2182660000	13	100
-1.1553850000	2.4645250000	-1.2332490000	-1.6034640000	0.4133803000	12	112
-0.7210483000	1.3171400000	0.9791476000	-1.5554030000	0.8952101000	25	11
-0.5145600000	1.5282110000	3.1988060000	-1.7885870000	-0.1623268000	30	167
-0.6179060000	2.7139960000	1.2073750000	-1.3802060000	-0.3097770000	16	143
4.1918010000	0.9719173000	-0.4112239000	0.7806333000	-1.4290930000	13	91
2.4945110000	1.7094790000	0.1158279000	-0.2876148000	-0.6066247000	8	96
0.6483251000	0.7558637000	0.6143615000	-3.7389930000	3.8282630000	28	151
-1.0040450000	1.2279700000	1.4740100000	-3.9953400000	4.2498220000	30	168
-0.4929920000	1.0645010000	2.0080160000	0.8197438000	-1.5593990000	17	29
0.8217451000	1.5734670000	2.0398320000	0.9481321000	-1.9913620000	10	39
2.0237690000	0.8861365000	-0.5115252000	0.2839114000	-0.8021203000	13	85
1.6019450000	1.3498740000	-1.1613230000	-0.4427771000	0.5858725000	16	71
3.8601600000	5.0584340000	-0.8829837000	-3.4679870000	0.9286603000	12	91
3.1325770000	1.5224720000	-1.1989570000	-0.0643978340	-0.1679956000	13	80
1.5629450000	0.4618773000	3.5339920000	1.0924600000	-1.7654800000	9	63
0.8282612000	1.6110160000	-0.8754776000	-2.1083570000	1.5419110000	18	106
-0.4149263000	1.5861720000	0.1889967000	0.1109661000	-1.5298630000	11	88
-1.0045260000	1.3253040000	-0.9676436000	-2.7348750000	2.5421360000	30	122
2.7267430000	1.0195960000	0.4883303000	-1.3809260000	1.0879800000	25	30
-0.2521930000	3.1016010000	-0.5291880000	-1.5330370000	0.2924728000	18	155
4.8056714000	3.2758570000	-1.0118170000	-1.0790840000	-0.3043959000	24	8
2.7089030000	2.9531430000	0.8439437000	-1.4195020000	-0.4418423000	13	94
2.5894350000	2.2249070000	0.1186122000	-0.9734422000	-0.8199512000	23	157
1.3259790000	0.7138885000	0.7171221000	0.0396250370	-1.4400340000	13	152
1.6747610000	2.1048620000	-0.8460637000	-1.7313820000	0.9180627000	16	99
1.1340330000	0.7138885000	0.6960209000	-0.0394528470	-1.2983460000	13	149
1.4805580000	0.7138885000	0.6999031000	0.0521085190	-1.4624060000	13	151
1.1049150000	0.7080142000	0.6174986000	0.1102485000	-1.6640320000	14	159
1.7865890000	0.8449237000	0.1961541000	0.3598599000	-0.7801515000	11	70
3.3847690000	1.1344240000	0.0150151450	0.1249964000	-0.6993101000	11	96
3.3847690000	1.1344240000	-0.1980125000	0.2439713000	-0.8309493000	11	96
3.4316870000	1.1344240000	-0.3552311000	0.1150785000	-0.6092405000	15	75
3.3484790000	1.1344240000	-0.2764022000	0.3282400000	-0.8725218000	12	91
3.1914440000	0.8861365000	2.5100650000	1.6005090000	-2.3570530000	6	109
1.9354000000	1.4321090000	-0.9343545000	0.7184145000	-1.6048190000	10	97
3.0052700000	0.9742298000	-0.0387366530	0.5727002000	-1.1902600000	13	104
2.1409000000	0.9742298000	-0.9432046000	1.0801730000	-1.7857200000	12	102
2.8697000000	0.9742298000	-0.6402743000	0.8874635000	-1.5595960000	13	105
1.2818750000	0.5163504000	-0.1583598000	1.6217880000	-2.1776660000	12	80
2.9206180000	1.6110160000	0.6514470000	0.9700288000	-2.2340230000	11	100
0.8634381000	0.4656047000	3.1885950000	0.9836336000	-1.3657550000	10	42
2.8558530000	1.6110160000	2.8486340000	0.7726237000	-2.0204180000	11	75
2.5225950000	1.6110160000	2.6520740000	1.2047820000	-2.5371980000	6	77
2.0443200000	1.0729080000	0.0856519490	0.6520534000	-0.8658621000	10	77
2.3460190000	1.0729080000	0.1144754000	0.2999684000	-0.8586503000	11	110
3.7281010000	1.3983370000	-0.7592698000	0.0177821130	-0.3102594000	14	95
3.2718180000	1.3498740000	-0.7986688000	-0.0257330970	-0.1608399000	13	105
2.5249220000	1.0995630000	-0.4588314000	-0.0809362010	0.0048205811	14	96
3.3507180000	1.4677260000	-1.3805990000	0.0868576620	-0.1280527000	13	103
3.3911980000	1.4677260000	-1.3121600000	0.0615223800	-0.1280527000	14	105
3.1640600000	1.6310110000	0.2251536000	0.4435654000	-0.3736388000	11	84
3.0048210000	1.6310110000	0.1872322000	0.3020576000	-0.1200943000	11	84
1.9496710000	2.0491950000	0.8640021000	-0.2034173000	-0.3607673000	13	83
2.9790410000	1.3983370000	-0.2243874000	0.1381161000	-0.1226547000	23	164
2.7621740000	1.3983370000	-0.0905301940	0.2629068000	-0.3246925000	23	164
3.6519850000	1.6110160000	1.0886370000	1.0180500000	-2.2960330000	10	87
1.3262170000	0.8449237000	2.6215750000	1.5442600000	-2.3511570000	10	80
2.8747220000	1.0729080000	0.4128366000	0.2197454000	-0.7792795000	9	81
2.3455820000	1.7237660000	0.8116379000	-0.2198364000	-0.3607673000	13	83
3.8400660000	1.3253040000	-0.8146035000	0.1202400000	-0.5078728000	17	77
3.3737060000	1.3983370000	-0.4250391000	0.0980096680	-0.5700201000	21	127
1.7981660000	1.5861720000	0.2579807000	0.3560692000	-1.6061170000	11	110
2.0692490000	1.0694420000	-0.1663564000	0.1006509000	-0.2028918000	22	46
3.4257740000	0.7398185000	-0.7975101000	0.2140410000	-0.1834584000	14	93
2.5738980000	1.6110160000	0.8055024000	0.9753630000	-2.2409130000	11	93
3.2881110000	1.3862590000	-0.1905429000	0.0703901650	-0.5219850000	17	77
2.6017600000	1.3862590000	-0.1857731000	0.5370610000	-1.0438850000	20	124
2.1558950000	1.1240280000	-0.1059430000	0.4852225000	-0.8045180000	10	118
3.2243340000	1.1240280000	-0.8101493000	-0.1394040000	0.1053295000	15	96
1.8142710000	1.5861720000	0.2753271000	0.4082177000	-1.6754390000	11	110
1.7062370000	1.4913300000	0.4915166000	0.2077001000	-1.0803720000	14	89
2.7402630000	1.0694420000	0.0011203598	0.2143097000	-0.4984404000	15	94
4.1013260000	2.5571780000	-0.1558725000	-0.8634862000	-0.1557340000	16	96
2.7907500000	1.9831910000	0.8966962000	-0.7147852000	-0.5464289000	14	134
2.7671050000	2.2974000000	0.8477775000	-0.6820580000	-0.7724495000	14	95
2.9187950000	1.6197290000	-0.6822969000	-1.0346760000	0.2715203000	26	156
2.7562980000	1.6197290000	-0.3805018000	-0.9948388000	0.1452921000	25	158
1.1797460000	0.7080142000	0.7879986000	-0.0367239830	-1.1959380000	13	149
2.6744480000	1.6197290000	-0.6339760000	-0.8633488000	-0.0254813840	22	157
4.1165840000	2.2974000000	0.1973755000	-0.9248056000	0.2118386000	16	96
5.8868280000	3.0577310000	-1.3008100000	-0.7889195000	-0.6945148000	14	98
4.0442250000	1.0995630000	-0.6111241000	0.5284200000	-1.1907080000	10	113
2.6738990000	1.9831910000	1.1943410000	-0.7488560000	-0.6339218000	15	89
-0.7092653000	1.3862590000	-0.4359142000	-2.1705380000	1.6925570000	21	168
3.2530260000	1.2279700000	0.4508557000	0.4275364000	-1.4829660000	11	93
2.6111960000	1.6197290000	-0.5501463000	-0.7557638000	-0.2259550000	21	164
2.3717650000	1.6197290000	-0.2880479000	-0.7956122000	-0.1962548000	21	164
2.2171070000	0.9785771000	0.3456910000	-0.5718887000	-0.4386842000	22	30
3.4023430000	1.5861720000	-0.0441509600	-0.5721686000	-0.4414930000	12	81
2.3151070000	0.8342891000	0.5419930000	0.5627423000	-1.1069920000	13	76
2.3147720000	0.4583477000	0.9938132000	0.5696023000	-1.1069920000	13	76
2.6262050000	0.4583477000	1.4616550000	0.6061078000	-1.1555160000	12	76
2.3147720000	0.4583477000	0.9938132000	0.5696023000	-1.1069920000	13	76
0.7675708000	0.4220491000	-0.6626819000	-0.7534966000	0.4690259000	18	85
0.4088500000	0.6503398000	-0.0826904030	-1.0895800000	0.0744726290	17	165
1.1154000000	1.5542420000	-0.8972538000	-0.6513001000	0.5370537000	23	171
-0.5782461000	0.6385171000	1.3126400000	0.6585380000	-1.1142190000	12	51
-9.8142125000	0.6133747000	1.0824150000	1.1707590000	-1.6914430000	12	81
-0.7108059000	0.6385171000	2.4297120000	1.1471630000	-1.6843250000	11	104
1.0934440000	3.7378530000	-0.7793276000	-2.7926790000	1.0734140000	15	100
3.8715950000	2.5620460000	-0.3491196000	-2.1715060000	0.5339453000	16	100
-1.5996120000	1.6276800000	0.6364411000	-1.5467600000	1.1464300000	16	93
2.4725850000	0.9102670000	-1.2973320000	0.7206894000	-1.3285150000	14	93
1.9215370000	0.4807742000	-0.9893329000	1.1246140000	-1.5750680000	14	89
2.4670490000	0.9102670000	-1.2590890000	1.0027110000	-1.6596010000	13	88
-0.3540263000	3.2264370000	-1.2139720000	-1.7499100000	1.0208430000	15	162
-0.2640322000	1.1173400000	1.0292730000	-2.1596470000	1.9263710000	30	106
1.8698120000	2.3478670000	-0.8274634000	-2.3882820000	1.5533800000	30	121
2.5852290000	2.1987450000	-0.7335474000	-2.1172400000	1.3201620000	30	121
-0.8739426000	1.9096310000	-0.6957185000	-1.7960000000	0.5280505000	12	87
2.2101920000	0.4115928000	-0.5084366000	0.6169770000	-0.5450809000	19	41
2.2261960000	1.9831910000	1.1281600000	-0.6594218000	-0.5901737000	23	156
2.3787860000	1.9831910000	1.3580670000	-0.6551639000	-0.7214112000	16	89
2.4436230000	2.2974000000	1.1867130000	-0.7033499000	-0.8016139000	25	167
2.6628180000	1.9831910000	1.7057740000	-0.5231378000	-0.8526487000	25	167
1.2631190000	0.7138885000	0.1795348000	0.3684165000	-1.0075090000	19	161
0.3504662000	0.9785771000	-0.9784691000	-0.3647268000	0.6406431000	22	140
1.6240390000	1.0645010000	1.3624160000	1.0956270000	-1.8876930000	11	54
0.8384991000	1.6939170000	2.3698100000	0.8108693000	-1.8342370000	11	94
2.8327560000	2.6009160000	-0.9653045000	-2.3423320000	1.9053190000	15	92
2.1962690000	2.7097480000	0.7010308000	-1.2692100000	-0.1312243000	14	80
2.4400810000	2.9531430000	1.2903130000	-1.2778760000	-0.2605357000	12	90
1.3261130000	1.7611800000	-0.1098559000	-1.3606200000	0.3687369000	17	147
2.3952360000	2.0962850000	-0.6085996000	-1.8802700000	0.9511045000	27	171
2.8175300000	1.0995630000	0.8436817000	-0.6666619000	0.0957059860	30	22
2.4990680000	1.7611800000	-0.8094911000	-0.4537877000	-0.4146876000	11	77
2.3915700000	0.9102670000	-0.5437226000	0.8767042000	-1.5116630000	14	93
3.4267610000	1.9940630000	-0.5805620000	-0.2480665000	-0.2633686000	13	100
2.8850770000	2.0825860000	-1.0145230000	-1.7082690000	1.3968210000	20	130
1.7828640000	2.3380550000	2.1109510000	-0.4398780000	-1.4951990000	10	104
2.5597250000	2.6574300000	2.2702570000	-0.7592301000	-1.4606690000	10	82
2.1766430000	1.9226640000	2.0263980000	-0.5415088000	-1.0564840000	10	63
2.7977750000	1.9940630000	1.8981730000	0.0400321220	-1.6690090000	9	91
-0.2316297000	0.8861365000	2.6486680000	1.6467010000	-2.4116160000	5	57
-0.4448943000	1.9615100000	-0.7850980000	-0.4089870000	-0.6216733000	15	17
6.6161498000	1.9615100000	-0.4161747000	-0.8873289000	0.0723979920	18	51
-0.2339714000	1.4572330000	-0.6622319000	-0.7179346000	-0.4301765000	29	176
1.1373980000	1.1173400000	1.5892630000	-0.7181407000	0.2431484000	15	35
1.3946130000	1.1173400000	2.0661830000	-0.5219149000	0.0140175070	15	31
3.0574270000	0.5829577000	0.5355937000	1.5408230000	-2.1098430000	8	49
3.1193280000	0.5829577000	0.5951103000	1.6615790000	-2.2508480000	8	49
1.5240730000	0.5555358000	1.4489080000	1.7367830000	-2.3714810000	12	88
1.5693890000	1.7094790000	-0.8722126000	1.1916620000	-2.0453640000	8	87
2.5298850000	1.9407900000	0.1933047000	0.9825622000	-1.9389350000	8	85
2.7737320000	0.7775186000	0.6131552000	0.4686049000	-1.0318780000	10	63
0.3310761000	1.4572330000	-0.6622319000	-0.6508105000	-0.4301765000	23	167
2.6281930000	1.4913300000	1.8650480000	0.1928214000	-1.6692870000	11	98
2.6820770000	1.2102300000	0.3932852000	-0.0125319500	-0.9614158000	12	75
2.7567410000	1.2719170000	0.2093291000	-0.0804568230	-0.7228500000	14	101
1.9711050000	1.2279700000	2.4518700000	1.6172750000	-2.8472650000	7	68
2.7108640000	1.2279700000	2.4290320000	1.1104320000	-2.1926820000	8	58
3.1528740000	1.6110160000	2.0542760000	0.9166829000	-2.1651200000	9	62
2.9936740000	1.6110160000	2.4769860000	0.6125850000	-1.7723670000	9	63
1.3661880000	1.3043820000	1.1664970000	1.1655910000	-2.0637990000	11	104
2.8123120000	1.7835630000	-1.2699330000	-0.5798946000	0.0118081340	14	90
2.7978390000	1.4415630000	-1.2061390000	-0.4083534000	-0.0161578170	14	90
2.5172440000	1.8899880000	0.9151773000	0.4787066000	-1.5671360000	13	69
2.8879620000	1.6110160000	2.1931190000	1.2154500000	-2.5509830000	9	68
